# q=  0.00000000E+00  0.00000000E+00  0.10000000E-02  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
     675     -0.66930435E-09     -0.71540403E-09     -0.57638406E-04     -0.42479224E-03
     676     -0.66932983E-09     -0.71540403E-09     -0.57682511E-04     -0.42479224E-03
     677     -0.66934308E-09     -0.71540403E-09     -0.57702814E-04     -0.42479224E-03
     678     -0.66937718E-09     -0.71540403E-09     -0.57728572E-04     -0.42479224E-03
     679     -0.66939796E-09     -0.71540403E-09     -0.57753268E-04     -0.42479224E-03
     680     -0.66943713E-09     -0.71540403E-09     -0.57777118E-04     -0.42479224E-03
     681     -0.66946711E-09     -0.71540403E-09     -0.57809236E-04     -0.42479224E-03
     682     -0.66950282E-09     -0.71540403E-09     -0.57852099E-04     -0.42479224E-03
     683     -0.66962629E-09     -0.71540403E-09     -0.57908831E-04     -0.42479224E-03
     684     -0.66969491E-09     -0.71540403E-09     -0.57966799E-04     -0.42479224E-03
     685     -0.66971878E-09     -0.71540403E-09     -0.57991772E-04     -0.42479224E-03
     686     -0.66979551E-09     -0.71540403E-09     -0.58028063E-04     -0.42479224E-03
     687     -0.66987375E-09     -0.71540403E-09     -0.58057931E-04     -0.42479224E-03
     688     -0.66992181E-09     -0.71540403E-09     -0.58083294E-04     -0.42479224E-03
     689     -0.66999988E-09     -0.71540403E-09     -0.58172762E-04     -0.42479224E-03
     690     -0.67002784E-09     -0.71540403E-09     -0.58203608E-04     -0.42479224E-03
     691     -0.67004443E-09     -0.71540403E-09     -0.58222138E-04     -0.42479224E-03
     692     -0.67005406E-09     -0.71540403E-09     -0.58237343E-04     -0.42479224E-03
     693     -0.67007226E-09     -0.71540403E-09     -0.58266469E-04     -0.42479224E-03
     694     -0.67009226E-09     -0.71540403E-09     -0.58287612E-04     -0.42479224E-03
     695     -0.67011474E-09     -0.71540403E-09     -0.58309698E-04     -0.42479224E-03
     696     -0.67013147E-09     -0.71540403E-09     -0.58328086E-04     -0.42479224E-03
     697     -0.67020019E-09     -0.71540403E-09     -0.58365777E-04     -0.42479224E-03
     698     -0.67021808E-09     -0.71540403E-09     -0.58386787E-04     -0.42479224E-03
     699     -0.67023074E-09     -0.71540403E-09     -0.58404956E-04     -0.42479224E-03
     700     -0.67027856E-09     -0.71540403E-09     -0.58430706E-04     -0.42479224E-03
     701     -0.67031410E-09     -0.71540403E-09     -0.58467348E-04     -0.42479224E-03
     702     -0.67036143E-09     -0.71540403E-09     -0.58540021E-04     -0.42479224E-03
     703     -0.67038933E-09     -0.71540403E-09     -0.58567977E-04     -0.42479224E-03
     704     -0.67042238E-09     -0.71540403E-09     -0.58614091E-04     -0.42479224E-03
     705     -0.67047445E-09     -0.71540403E-09     -0.58667430E-04     -0.42479224E-03
     706     -0.67050833E-09     -0.71540403E-09     -0.58711668E-04     -0.42479224E-03
     707     -0.67055702E-09     -0.71540403E-09     -0.58743758E-04     -0.42479224E-03
     708     -0.67058772E-09     -0.71540403E-09     -0.58796652E-04     -0.42479224E-03
     709     -0.67062081E-09     -0.71540403E-09     -0.58835676E-04     -0.42479224E-03
     710     -0.67066379E-09     -0.71540403E-09     -0.58885151E-04     -0.42479224E-03
     711     -0.67069376E-09     -0.71540403E-09     -0.58912481E-04     -0.42479224E-03
     712     -0.67070927E-09     -0.71540403E-09     -0.58933150E-04     -0.42479224E-03
     713     -0.67074742E-09     -0.71540403E-09     -0.58959289E-04     -0.42479224E-03
     714     -0.67078564E-09     -0.71540403E-09     -0.58998439E-04     -0.42479224E-03
     715     -0.67084836E-09     -0.71540403E-09     -0.59090640E-04     -0.42479224E-03
     716     -0.67095208E-09     -0.71540403E-09     -0.59228515E-04     -0.42479224E-03
     717     -0.67101715E-09     -0.71540403E-09     -0.59297530E-04     -0.42479224E-03
     718     -0.67108121E-09     -0.71540403E-09     -0.59363592E-04     -0.42479224E-03
     719     -0.67113442E-09     -0.71540403E-09     -0.59400252E-04     -0.42479224E-03
     720     -0.67119967E-09     -0.71540403E-09     -0.59442135E-04     -0.42479224E-03
     721     -0.67123718E-09     -0.71540403E-09     -0.59502615E-04     -0.42479224E-03
     722     -0.67127616E-09     -0.71540403E-09     -0.59588299E-04     -0.42479224E-03
     723     -0.67132114E-09     -0.71540403E-09     -0.59670421E-04     -0.42479224E-03
     724     -0.67133725E-09     -0.71540403E-09     -0.59697086E-04     -0.42479224E-03
     725     -0.67135784E-09     -0.71540403E-09     -0.59725222E-04     -0.42479224E-03
     726     -0.67141840E-09     -0.71540403E-09     -0.59770186E-04     -0.42479224E-03
     727     -0.67148850E-09     -0.71540403E-09     -0.59894411E-04     -0.42479224E-03
     728     -0.67153301E-09     -0.71540403E-09     -0.59934323E-04     -0.42479224E-03
     729     -0.67158806E-09     -0.71540403E-09     -0.59993544E-04     -0.42479224E-03
     730     -0.67161161E-09     -0.71540403E-09     -0.60029671E-04     -0.42479224E-03
     731     -0.67164884E-09     -0.71540403E-09     -0.60061282E-04     -0.42479224E-03
     732     -0.67169179E-09     -0.71540403E-09     -0.60096895E-04     -0.42479224E-03
     733     -0.67179724E-09     -0.71540403E-09     -0.60163915E-04     -0.42479224E-03
     734     -0.67190491E-09     -0.71540403E-09     -0.60282038E-04     -0.42479224E-03
     735     -0.67195594E-09     -0.71540403E-09     -0.60310011E-04     -0.42479224E-03
     736     -0.67200640E-09     -0.71540403E-09     -0.60344334E-04     -0.42479224E-03
     737     -0.67207062E-09     -0.71540403E-09     -0.60404154E-04     -0.42479224E-03
     738     -0.67211851E-09     -0.71540403E-09     -0.60457787E-04     -0.42479224E-03
     739     -0.67216464E-09     -0.71540403E-09     -0.60522246E-04     -0.42479224E-03
     740     -0.67218689E-09     -0.71540403E-09     -0.60543014E-04     -0.42479224E-03
     741     -0.67221595E-09     -0.71540403E-09     -0.60593118E-04     -0.42479224E-03
     742     -0.67224722E-09     -0.71540403E-09     -0.60622136E-04     -0.42479224E-03
     743     -0.67227767E-09     -0.71540403E-09     -0.60663216E-04     -0.42479224E-03
     744     -0.67232139E-09     -0.71540403E-09     -0.60701642E-04     -0.42479224E-03
     745     -0.67236004E-09     -0.71540403E-09     -0.60739849E-04     -0.42479224E-03
     746     -0.67241422E-09     -0.71540403E-09     -0.60774133E-04     -0.42479224E-03
     747     -0.67244309E-09     -0.71540403E-09     -0.60809145E-04     -0.42479224E-03
     748     -0.67254788E-09     -0.71540403E-09     -0.61031842E-04     -0.42479224E-03
     749     -0.67255820E-09     -0.71540403E-09     -0.61052780E-04     -0.42479224E-03
     750     -0.67258036E-09     -0.71540403E-09     -0.61093607E-04     -0.42479224E-03
     751     -0.67263571E-09     -0.71540403E-09     -0.61229553E-04     -0.42479224E-03
     752     -0.67270261E-09     -0.71540403E-09     -0.61390984E-04     -0.42479224E-03
     753     -0.67273574E-09     -0.71540403E-09     -0.61455242E-04     -0.42479224E-03
     754     -0.67277624E-09     -0.71540403E-09     -0.61531046E-04     -0.42479224E-03
     755     -0.67280839E-09     -0.71540403E-09     -0.61582884E-04     -0.42479224E-03
     756     -0.67295063E-09     -0.71540403E-09     -0.61851126E-04     -0.42479224E-03
     757     -0.67309525E-09     -0.71540403E-09     -0.62128705E-04     -0.42479224E-03
     758     -0.67328389E-09     -0.71540403E-09     -0.62498256E-04     -0.42479224E-03
     759     -0.67341810E-09     -0.71540403E-09     -0.62750609E-04     -0.42479224E-03
     760     -0.67363921E-09     -0.71540403E-09     -0.63164070E-04     -0.42479224E-03
     761     -0.67382186E-09     -0.71540403E-09     -0.63513206E-04     -0.42479224E-03
     762     -0.67411705E-09     -0.71540403E-09     -0.64092240E-04     -0.42479224E-03
     763     -0.67420122E-09     -0.71540403E-09     -0.64242656E-04     -0.42479224E-03
     764     -0.67428206E-09     -0.71540403E-09     -0.64376228E-04     -0.42479224E-03
     765     -0.67436157E-09     -0.71540403E-09     -0.64529759E-04     -0.42479224E-03
     766     -0.67450861E-09     -0.71540403E-09     -0.64820369E-04     -0.42479224E-03
     767     -0.67454547E-09     -0.71540403E-09     -0.64883415E-04     -0.42479224E-03
     768     -0.67459805E-09     -0.71540403E-09     -0.64967644E-04     -0.42479224E-03
     769     -0.67463962E-09     -0.71540403E-09     -0.65016907E-04     -0.42479224E-03
     770     -0.67475429E-09     -0.71540403E-09     -0.65118428E-04     -0.42479224E-03
     771     -0.67481787E-09     -0.71540403E-09     -0.65193656E-04     -0.42479224E-03
     772     -0.67488580E-09     -0.71540403E-09     -0.65273913E-04     -0.42479224E-03
     773     -0.67495255E-09     -0.71540403E-09     -0.65355864E-04     -0.42479224E-03
     774     -0.67505285E-09     -0.71540403E-09     -0.65427164E-04     -0.42479224E-03
     775     -0.67510953E-09     -0.71540403E-09     -0.65503482E-04     -0.42479224E-03
     776     -0.67514110E-09     -0.71540403E-09     -0.65542590E-04     -0.42479224E-03
     777     -0.67518606E-09     -0.71540403E-09     -0.65589453E-04     -0.42479224E-03
     778     -0.67524167E-09     -0.71540403E-09     -0.65643972E-04     -0.42479224E-03
     779     -0.67533966E-09     -0.71540403E-09     -0.65836611E-04     -0.42479224E-03
     780     -0.67549334E-09     -0.71540403E-09     -0.66135219E-04     -0.42479224E-03
     781     -0.67555209E-09     -0.71540403E-09     -0.66233063E-04     -0.42479224E-03
     782     -0.67558096E-09     -0.71540403E-09     -0.66263568E-04     -0.42479224E-03
     783     -0.67562177E-09     -0.71540403E-09     -0.66334850E-04     -0.42479224E-03
     784     -0.67565708E-09     -0.71540403E-09     -0.66376192E-04     -0.42479224E-03
     785     -0.67573410E-09     -0.71540403E-09     -0.66485858E-04     -0.42479224E-03
     786     -0.67574938E-09     -0.71540403E-09     -0.66504742E-04     -0.42479224E-03
     787     -0.67576619E-09     -0.71540403E-09     -0.66525799E-04     -0.42479224E-03
     788     -0.67583675E-09     -0.71540403E-09     -0.66571841E-04     -0.42479224E-03
     789     -0.67587860E-09     -0.71540403E-09     -0.66604989E-04     -0.42479224E-03
     790     -0.67596347E-09     -0.71540403E-09     -0.66675290E-04     -0.42479224E-03
     791     -0.67601454E-09     -0.71540403E-09     -0.66753389E-04     -0.42479224E-03
     792     -0.67609270E-09     -0.71540403E-09     -0.66814267E-04     -0.42479224E-03
     793     -0.67615787E-09     -0.71540403E-09     -0.66916665E-04     -0.42479224E-03
     794     -0.67627025E-09     -0.71540403E-09     -0.66978271E-04     -0.42479224E-03
     795     -0.67637798E-09     -0.71540403E-09     -0.67031466E-04     -0.42479224E-03
     796     -0.67647102E-09     -0.71540403E-09     -0.67086870E-04     -0.42479224E-03
     797     -0.67653164E-09     -0.71540403E-09     -0.67122319E-04     -0.42479224E-03
     798     -0.67657299E-09     -0.71540403E-09     -0.67153004E-04     -0.42479224E-03
     799     -0.67665586E-09     -0.71540403E-09     -0.67198518E-04     -0.42479224E-03
     800     -0.67674367E-09     -0.71540403E-09     -0.67269513E-04     -0.42479224E-03
     801     -0.67688978E-09     -0.71540403E-09     -0.67565640E-04     -0.42479224E-03
     802     -0.67707408E-09     -0.71540403E-09     -0.67759059E-04     -0.42479224E-03
     803     -0.67720900E-09     -0.71540403E-09     -0.67887681E-04     -0.42479224E-03
     804     -0.67731567E-09     -0.71540403E-09     -0.68082212E-04     -0.42479224E-03
     805     -0.67737446E-09     -0.71540403E-09     -0.68162439E-04     -0.42479224E-03
     806     -0.67741622E-09     -0.71540403E-09     -0.68247178E-04     -0.42479224E-03
     807     -0.67746715E-09     -0.71540403E-09     -0.68283160E-04     -0.42479224E-03
     808     -0.67750584E-09     -0.71540403E-09     -0.68318651E-04     -0.42479224E-03
     809     -0.67752636E-09     -0.71540403E-09     -0.68343382E-04     -0.42479224E-03
     810     -0.67754798E-09     -0.71540403E-09     -0.68380827E-04     -0.42479224E-03
     811     -0.67757075E-09     -0.71540403E-09     -0.68421008E-04     -0.42479224E-03
     812     -0.67760208E-09     -0.71540403E-09     -0.68464974E-04     -0.42479224E-03
     813     -0.67761744E-09     -0.71540403E-09     -0.68489638E-04     -0.42479224E-03
     814     -0.67765464E-09     -0.71540403E-09     -0.68544647E-04     -0.42479224E-03
     815     -0.67767722E-09     -0.71540403E-09     -0.68572359E-04     -0.42479224E-03
     816     -0.67771598E-09     -0.71540403E-09     -0.68632731E-04     -0.42479224E-03
     817     -0.67776275E-09     -0.71540403E-09     -0.68694375E-04     -0.42479224E-03
     818     -0.67784148E-09     -0.71540403E-09     -0.68847544E-04     -0.42479224E-03
     819     -0.67787653E-09     -0.71540403E-09     -0.68905164E-04     -0.42479224E-03
     820     -0.67797228E-09     -0.71540403E-09     -0.69029101E-04     -0.42479224E-03
     821     -0.67800570E-09     -0.71540403E-09     -0.69073728E-04     -0.42479224E-03
     822     -0.67814105E-09     -0.71540403E-09     -0.69211281E-04     -0.42479224E-03
     823     -0.67817697E-09     -0.71540403E-09     -0.69244234E-04     -0.42479224E-03
     824     -0.67827081E-09     -0.71540403E-09     -0.69329522E-04     -0.42479224E-03
     825     -0.67830658E-09     -0.71540403E-09     -0.69382717E-04     -0.42479224E-03
     826     -0.67832668E-09     -0.71540403E-09     -0.69405031E-04     -0.42479224E-03
     827     -0.67835988E-09     -0.71540403E-09     -0.69445172E-04     -0.42479224E-03
     828     -0.67848155E-09     -0.71540403E-09     -0.69591582E-04     -0.42479224E-03
     829     -0.67854069E-09     -0.71540403E-09     -0.69644939E-04     -0.42479224E-03
     830     -0.67866045E-09     -0.71540403E-09     -0.69720561E-04     -0.42479224E-03
     831     -0.67870728E-09     -0.71540403E-09     -0.69813125E-04     -0.42479224E-03
     832     -0.67884285E-09     -0.71540403E-09     -0.69944197E-04     -0.42479224E-03
     833     -0.67889283E-09     -0.71540403E-09     -0.70015551E-04     -0.42479224E-03
     834     -0.67896753E-09     -0.71540403E-09     -0.70153437E-04     -0.42479224E-03
     835     -0.67903252E-09     -0.71540403E-09     -0.70260770E-04     -0.42479224E-03
     836     -0.67913032E-09     -0.71540403E-09     -0.70319316E-04     -0.42479224E-03
     837     -0.67921817E-09     -0.71540403E-09     -0.70456949E-04     -0.42479224E-03
     838     -0.67932561E-09     -0.71540403E-09     -0.70549812E-04     -0.42479224E-03
     839     -0.67943666E-09     -0.71540403E-09     -0.70617301E-04     -0.42479224E-03
     840     -0.67945025E-09     -0.71540403E-09     -0.70644189E-04     -0.42479224E-03
     841     -0.67947312E-09     -0.71540403E-09     -0.70667162E-04     -0.42479224E-03
     842     -0.67949828E-09     -0.71540403E-09     -0.70694669E-04     -0.42479224E-03
     843     -0.67952211E-09     -0.71540403E-09     -0.70734787E-04     -0.42479224E-03
     844     -0.67954318E-09     -0.71540403E-09     -0.70766388E-04     -0.42479224E-03
     845     -0.67956441E-09     -0.71540403E-09     -0.70801289E-04     -0.42479224E-03
     846     -0.67958029E-09     -0.71540403E-09     -0.70831454E-04     -0.42479224E-03
     847     -0.67959779E-09     -0.71540403E-09     -0.70863896E-04     -0.42479224E-03
     848     -0.67960418E-09     -0.71540403E-09     -0.70875657E-04     -0.42479224E-03
     849     -0.67962370E-09     -0.71540403E-09     -0.70914409E-04     -0.42479224E-03
     850     -0.67963432E-09     -0.71540403E-09     -0.70938885E-04     -0.42479224E-03
     851     -0.67964733E-09     -0.71540403E-09     -0.70966691E-04     -0.42479224E-03
     852     -0.67966296E-09     -0.71540403E-09     -0.71001689E-04     -0.42479224E-03
     853     -0.67968491E-09     -0.71540403E-09     -0.71047013E-04     -0.42479224E-03
     854     -0.67970446E-09     -0.71540403E-09     -0.71083743E-04     -0.42479224E-03
     855     -0.67972037E-09     -0.71540403E-09     -0.71108045E-04     -0.42479224E-03
     856     -0.67976179E-09     -0.71540403E-09     -0.71186803E-04     -0.42479224E-03
     857     -0.67978275E-09     -0.71540403E-09     -0.71214961E-04     -0.42479224E-03
     858     -0.67980325E-09     -0.71540403E-09     -0.71241096E-04     -0.42479224E-03
     859     -0.67981393E-09     -0.71540403E-09     -0.71260041E-04     -0.42479224E-03
     860     -0.67987698E-09     -0.71540403E-09     -0.71427778E-04     -0.42479224E-03
     861     -0.67989339E-09     -0.71540403E-09     -0.71456769E-04     -0.42479224E-03
     862     -0.67991193E-09     -0.71540403E-09     -0.71501053E-04     -0.42479224E-03
     863     -0.67997931E-09     -0.71540403E-09     -0.71654616E-04     -0.42479224E-03
     864     -0.68001859E-09     -0.71540403E-09     -0.71723377E-04     -0.42479224E-03
     865     -0.68006699E-09     -0.71540403E-09     -0.71822382E-04     -0.42479224E-03
     866     -0.68010454E-09     -0.71540403E-09     -0.71885197E-04     -0.42479224E-03
     867     -0.68014759E-09     -0.71540403E-09     -0.71977588E-04     -0.42479224E-03
     868     -0.68022030E-09     -0.71540403E-09     -0.72036555E-04     -0.42479224E-03
     869     -0.68028070E-09     -0.71540403E-09     -0.72118828E-04     -0.42479224E-03
     870     -0.68031133E-09     -0.71540403E-09     -0.72176411E-04     -0.42479224E-03
     871     -0.68035931E-09     -0.71540403E-09     -0.72235456E-04     -0.42479224E-03
     872     -0.68038853E-09     -0.71540403E-09     -0.72288448E-04     -0.42479224E-03
     873     -0.68041660E-09     -0.71540403E-09     -0.72343556E-04     -0.42479224E-03
     874     -0.68044340E-09     -0.71540403E-09     -0.72404184E-04     -0.42479224E-03
     875     -0.68046590E-09     -0.71540403E-09     -0.72439029E-04     -0.42479224E-03
     876     -0.68049985E-09     -0.71540403E-09     -0.72482313E-04     -0.42479224E-03
     877     -0.68054690E-09     -0.71540403E-09     -0.72565338E-04     -0.42479224E-03
     878     -0.68058053E-09     -0.71540403E-09     -0.72613083E-04     -0.42479224E-03
     879     -0.68061591E-09     -0.71540403E-09     -0.72682118E-04     -0.42479224E-03
     880     -0.68063116E-09     -0.71540403E-09     -0.72709178E-04     -0.42479224E-03
     881     -0.68065187E-09     -0.71540403E-09     -0.72746283E-04     -0.42479224E-03
     882     -0.68071613E-09     -0.71540403E-09     -0.72792791E-04     -0.42479224E-03
     883     -0.68073398E-09     -0.71540403E-09     -0.72824585E-04     -0.42479224E-03
     884     -0.68077018E-09     -0.71540403E-09     -0.72883803E-04     -0.42479224E-03
     885     -0.68082523E-09     -0.71540403E-09     -0.72934548E-04     -0.42479224E-03
     886     -0.68085495E-09     -0.71540403E-09     -0.72981577E-04     -0.42479224E-03
     887     -0.68090632E-09     -0.71540403E-09     -0.73029414E-04     -0.42479224E-03
     888     -0.68098465E-09     -0.71540403E-09     -0.73090228E-04     -0.42479224E-03
     889     -0.68104596E-09     -0.71540403E-09     -0.73142200E-04     -0.42479224E-03
     890     -0.68108569E-09     -0.71540403E-09     -0.73200985E-04     -0.42479224E-03
     891     -0.68115355E-09     -0.71540403E-09     -0.73282055E-04     -0.42479224E-03
     892     -0.68120050E-09     -0.71540403E-09     -0.73379171E-04     -0.42479224E-03
     893     -0.68124237E-09     -0.71540403E-09     -0.73442303E-04     -0.42479224E-03
     894     -0.68129004E-09     -0.71540403E-09     -0.73489691E-04     -0.42479224E-03
     895     -0.68131352E-09     -0.71540403E-09     -0.73539542E-04     -0.42479224E-03
     896     -0.68134865E-09     -0.71540403E-09     -0.73622441E-04     -0.42479224E-03
     897     -0.68137955E-09     -0.71540403E-09     -0.73700672E-04     -0.42479224E-03
     898     -0.68141008E-09     -0.71540403E-09     -0.73755771E-04     -0.42479224E-03
     899     -0.68144173E-09     -0.71540403E-09     -0.73806774E-04     -0.42479224E-03
     900     -0.68146323E-09     -0.71540403E-09     -0.73835025E-04     -0.42479224E-03
     901     -0.68148873E-09     -0.71540403E-09     -0.73870273E-04     -0.42479224E-03
     902     -0.68151628E-09     -0.71540403E-09     -0.73912441E-04     -0.42479224E-03
     903     -0.68155220E-09     -0.71540403E-09     -0.73967687E-04     -0.42479224E-03
     904     -0.68159501E-09     -0.71540403E-09     -0.74013359E-04     -0.42479224E-03
     905     -0.68162319E-09     -0.71540403E-09     -0.74048475E-04     -0.42479224E-03
     906     -0.68164754E-09     -0.71540403E-09     -0.74092859E-04     -0.42479224E-03
     907     -0.68168694E-09     -0.71540403E-09     -0.74146167E-04     -0.42479224E-03
     908     -0.68172554E-09     -0.71540403E-09     -0.74205975E-04     -0.42479224E-03
     909     -0.68175349E-09     -0.71540403E-09     -0.74266402E-04     -0.42479224E-03
     910     -0.68177431E-09     -0.71540403E-09     -0.74307159E-04     -0.42479224E-03
     911     -0.68181189E-09     -0.71540403E-09     -0.74394354E-04     -0.42479224E-03
     912     -0.68193560E-09     -0.71540403E-09     -0.74506185E-04     -0.42479224E-03
     913     -0.68202050E-09     -0.71540403E-09     -0.74634082E-04     -0.42479224E-03
     914     -0.68217029E-09     -0.71540403E-09     -0.74826631E-04     -0.42479224E-03
     915     -0.68221570E-09     -0.71540403E-09     -0.74939749E-04     -0.42479224E-03
     916     -0.68224621E-09     -0.71540403E-09     -0.75000680E-04     -0.42479224E-03
     917     -0.68227330E-09     -0.71540403E-09     -0.75049624E-04     -0.42479224E-03
     918     -0.68231909E-09     -0.71540403E-09     -0.75110935E-04     -0.42479224E-03
     919     -0.68238378E-09     -0.71540403E-09     -0.75190993E-04     -0.42479224E-03
     920     -0.68245877E-09     -0.71540403E-09     -0.75286155E-04     -0.42479224E-03
     921     -0.68251343E-09     -0.71540403E-09     -0.75374580E-04     -0.42479224E-03
     922     -0.68258157E-09     -0.71540403E-09     -0.75499088E-04     -0.42479224E-03
     923     -0.68263321E-09     -0.71540403E-09     -0.75598382E-04     -0.42479224E-03
     924     -0.68267045E-09     -0.71540403E-09     -0.75649357E-04     -0.42479224E-03
     925     -0.68270988E-09     -0.71540403E-09     -0.75716026E-04     -0.42479224E-03
     926     -0.68275433E-09     -0.71540403E-09     -0.75798436E-04     -0.42479224E-03
     927     -0.68282340E-09     -0.71540403E-09     -0.75908282E-04     -0.42479224E-03
     928     -0.68285556E-09     -0.71540403E-09     -0.75977591E-04     -0.42479224E-03
     929     -0.68290505E-09     -0.71540403E-09     -0.76046462E-04     -0.42479224E-03
     930     -0.68294575E-09     -0.71540403E-09     -0.76120974E-04     -0.42479224E-03
     931     -0.68299405E-09     -0.71540403E-09     -0.76226097E-04     -0.42479224E-03
     932     -0.68303265E-09     -0.71540403E-09     -0.76284150E-04     -0.42479224E-03
     933     -0.68306306E-09     -0.71540403E-09     -0.76336413E-04     -0.42479224E-03
     934     -0.68315251E-09     -0.71540403E-09     -0.76549493E-04     -0.42479224E-03
     935     -0.68318831E-09     -0.71540403E-09     -0.76615623E-04     -0.42479224E-03
     936     -0.68322122E-09     -0.71540403E-09     -0.76683729E-04     -0.42479224E-03
     937     -0.68328819E-09     -0.71540403E-09     -0.76848895E-04     -0.42479224E-03
     938     -0.68335467E-09     -0.71540403E-09     -0.77004650E-04     -0.42479224E-03
     939     -0.68342176E-09     -0.71540403E-09     -0.77162901E-04     -0.42479224E-03
     940     -0.68349971E-09     -0.71540403E-09     -0.77313125E-04     -0.42479224E-03
     941     -0.68365315E-09     -0.71540403E-09     -0.77712848E-04     -0.42479224E-03
     942     -0.68374637E-09     -0.71540403E-09     -0.77935493E-04     -0.42479224E-03
     943     -0.68388599E-09     -0.71540403E-09     -0.78342022E-04     -0.42479224E-03
     944     -0.68392669E-09     -0.71540403E-09     -0.78408755E-04     -0.42479224E-03
     945     -0.68397350E-09     -0.71540403E-09     -0.78506455E-04     -0.42479224E-03
     946     -0.68403860E-09     -0.71540403E-09     -0.78636348E-04     -0.42479224E-03
     947     -0.68415506E-09     -0.71540403E-09     -0.78950999E-04     -0.42479224E-03
     948     -0.68420381E-09     -0.71540403E-09     -0.79045266E-04     -0.42479224E-03
     949     -0.68425278E-09     -0.71540403E-09     -0.79161255E-04     -0.42479224E-03
     950     -0.68430865E-09     -0.71540403E-09     -0.79264847E-04     -0.42479224E-03
     951     -0.68436818E-09     -0.71540403E-09     -0.79377190E-04     -0.42479224E-03
     952     -0.68448402E-09     -0.71540403E-09     -0.79700215E-04     -0.42479224E-03
     953     -0.68460294E-09     -0.71540403E-09     -0.80032093E-04     -0.42479224E-03
     954     -0.68466745E-09     -0.71540403E-09     -0.80200936E-04     -0.42479224E-03
     955     -0.68471119E-09     -0.71540403E-09     -0.80286761E-04     -0.42479224E-03
     956     -0.68476468E-09     -0.71540403E-09     -0.80413263E-04     -0.42479224E-03
     957     -0.68483514E-09     -0.71540403E-09     -0.80565999E-04     -0.42479224E-03
     958     -0.68491764E-09     -0.71540403E-09     -0.80813585E-04     -0.42479224E-03
     959     -0.68501664E-09     -0.71540403E-09     -0.81069246E-04     -0.42479224E-03
     960     -0.68508811E-09     -0.71540403E-09     -0.81257273E-04     -0.42479224E-03
     961     -0.68516638E-09     -0.71540403E-09     -0.81447976E-04     -0.42479224E-03
     962     -0.68522910E-09     -0.71540403E-09     -0.81574674E-04     -0.42479224E-03
     963     -0.68529072E-09     -0.71540403E-09     -0.81721866E-04     -0.42479224E-03
     964     -0.68533340E-09     -0.71540403E-09     -0.81801462E-04     -0.42479224E-03
     965     -0.68542199E-09     -0.71540403E-09     -0.82034222E-04     -0.42479224E-03
     966     -0.68550485E-09     -0.71540403E-09     -0.82203874E-04     -0.42479224E-03
     967     -0.68559530E-09     -0.71540403E-09     -0.82450723E-04     -0.42479224E-03
     968     -0.68563721E-09     -0.71540403E-09     -0.82556137E-04     -0.42479224E-03
     969     -0.68571681E-09     -0.71540403E-09     -0.82772397E-04     -0.42479224E-03
     970     -0.68575567E-09     -0.71540403E-09     -0.82847780E-04     -0.42479224E-03
     971     -0.68581779E-09     -0.71540403E-09     -0.83001711E-04     -0.42479224E-03
     972     -0.68585460E-09     -0.71540403E-09     -0.83093666E-04     -0.42479224E-03
     973     -0.68590374E-09     -0.71540403E-09     -0.83184997E-04     -0.42479224E-03
     974     -0.68595434E-09     -0.71540403E-09     -0.83297825E-04     -0.42479224E-03
     975     -0.68606329E-09     -0.71540403E-09     -0.83595789E-04     -0.42479224E-03
     976     -0.68613276E-09     -0.71540403E-09     -0.83782390E-04     -0.42479224E-03
     977     -0.68617498E-09     -0.71540403E-09     -0.83913229E-04     -0.42479224E-03
     978     -0.68623874E-09     -0.71540403E-09     -0.84005599E-04     -0.42479224E-03
     979     -0.68633208E-09     -0.71540403E-09     -0.84213539E-04     -0.42479224E-03
     980     -0.68644663E-09     -0.71540403E-09     -0.84430464E-04     -0.42479224E-03
     981     -0.68650600E-09     -0.71540403E-09     -0.84526763E-04     -0.42479224E-03
     982     -0.68662614E-09     -0.71540403E-09     -0.84671489E-04     -0.42479224E-03
     983     -0.68675099E-09     -0.71540403E-09     -0.84861484E-04     -0.42479224E-03
     984     -0.68680357E-09     -0.71540403E-09     -0.84981693E-04     -0.42479224E-03
     985     -0.68687194E-09     -0.71540403E-09     -0.85129022E-04     -0.42479224E-03
     986     -0.68691845E-09     -0.71540403E-09     -0.85220846E-04     -0.42479224E-03
     987     -0.68698747E-09     -0.71540403E-09     -0.85421207E-04     -0.42479224E-03
     988     -0.68703297E-09     -0.71540403E-09     -0.85463072E-04     -0.42479224E-03
     989     -0.68706652E-09     -0.71540403E-09     -0.85492675E-04     -0.42479224E-03
     990     -0.68711834E-09     -0.71540403E-09     -0.85561204E-04     -0.42479224E-03
     991     -0.68714499E-09     -0.71540403E-09     -0.85595660E-04     -0.42479224E-03
     992     -0.68717255E-09     -0.71540403E-09     -0.85632360E-04     -0.42479224E-03
     993     -0.68720476E-09     -0.71540403E-09     -0.85678465E-04     -0.42479224E-03
     994     -0.68726092E-09     -0.71540403E-09     -0.85737794E-04     -0.42479224E-03
     995     -0.68729364E-09     -0.71540403E-09     -0.85795468E-04     -0.42479224E-03
     996     -0.68731350E-09     -0.71540403E-09     -0.85816955E-04     -0.42479224E-03
     997     -0.68735247E-09     -0.71540403E-09     -0.85880919E-04     -0.42479224E-03
