# q=  0.00000000E+00  0.00000000E+00  0.10000000E-02  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
    2510     -0.71568558E-09     -0.72268483E-09     -0.16813259E-03     -0.42499939E-03
    2511     -0.71569820E-09     -0.72268483E-09     -0.16820959E-03     -0.42499939E-03
    2512     -0.71571167E-09     -0.72268483E-09     -0.16829004E-03     -0.42499939E-03
    2513     -0.71571418E-09     -0.72268483E-09     -0.16833625E-03     -0.42499939E-03
    2514     -0.71571919E-09     -0.72268483E-09     -0.16837285E-03     -0.42499939E-03
    2515     -0.71572500E-09     -0.72268483E-09     -0.16841774E-03     -0.42499939E-03
    2516     -0.71572756E-09     -0.72268483E-09     -0.16844520E-03     -0.42499939E-03
    2517     -0.71573099E-09     -0.72268483E-09     -0.16848292E-03     -0.42499939E-03
    2518     -0.71573536E-09     -0.72268483E-09     -0.16852322E-03     -0.42499939E-03
    2519     -0.71573999E-09     -0.72268483E-09     -0.16855982E-03     -0.42499939E-03
    2520     -0.71574451E-09     -0.72268483E-09     -0.16860107E-03     -0.42499939E-03
    2521     -0.71574723E-09     -0.72268483E-09     -0.16863427E-03     -0.42499939E-03
    2522     -0.71575111E-09     -0.72268483E-09     -0.16867106E-03     -0.42499939E-03
    2523     -0.71575666E-09     -0.72268483E-09     -0.16871277E-03     -0.42499939E-03
    2524     -0.71576376E-09     -0.72268483E-09     -0.16881899E-03     -0.42499939E-03
    2525     -0.71576524E-09     -0.72268483E-09     -0.16884051E-03     -0.42499939E-03
    2526     -0.71576815E-09     -0.72268483E-09     -0.16886738E-03     -0.42499939E-03
    2527     -0.71577281E-09     -0.72268483E-09     -0.16890787E-03     -0.42499939E-03
    2528     -0.71578003E-09     -0.72268483E-09     -0.16896348E-03     -0.42499939E-03
    2529     -0.71578376E-09     -0.72268483E-09     -0.16900278E-03     -0.42499939E-03
    2530     -0.71578670E-09     -0.72268483E-09     -0.16904214E-03     -0.42499939E-03
    2531     -0.71579275E-09     -0.72268483E-09     -0.16908926E-03     -0.42499939E-03
    2532     -0.71579674E-09     -0.72268483E-09     -0.16912489E-03     -0.42499939E-03
    2533     -0.71580028E-09     -0.72268483E-09     -0.16915904E-03     -0.42499939E-03
    2534     -0.71580335E-09     -0.72268483E-09     -0.16919376E-03     -0.42499939E-03
    2535     -0.71581654E-09     -0.72268483E-09     -0.16926658E-03     -0.42499939E-03
    2536     -0.71582907E-09     -0.72268483E-09     -0.16933997E-03     -0.42499939E-03
    2537     -0.71583437E-09     -0.72268483E-09     -0.16940684E-03     -0.42499939E-03
    2538     -0.71583902E-09     -0.72268483E-09     -0.16945679E-03     -0.42499939E-03
    2539     -0.71584372E-09     -0.72268483E-09     -0.16953238E-03     -0.42499939E-03
    2540     -0.71584837E-09     -0.72268483E-09     -0.16957609E-03     -0.42499939E-03
    2541     -0.71585415E-09     -0.72268483E-09     -0.16962698E-03     -0.42499939E-03
    2542     -0.71586067E-09     -0.72268483E-09     -0.16967817E-03     -0.42499939E-03
    2543     -0.71587317E-09     -0.72268483E-09     -0.16976723E-03     -0.42499939E-03
    2544     -0.71588887E-09     -0.72268483E-09     -0.16986989E-03     -0.42499939E-03
    2545     -0.71589339E-09     -0.72268483E-09     -0.16993538E-03     -0.42499939E-03
    2546     -0.71589881E-09     -0.72268483E-09     -0.17000775E-03     -0.42499939E-03
    2547     -0.71590188E-09     -0.72268483E-09     -0.17003832E-03     -0.42499939E-03
    2548     -0.71590948E-09     -0.72268483E-09     -0.17009312E-03     -0.42499939E-03
    2549     -0.71591671E-09     -0.72268483E-09     -0.17014151E-03     -0.42499939E-03
    2550     -0.71592806E-09     -0.72268483E-09     -0.17021606E-03     -0.42499939E-03
    2551     -0.71592976E-09     -0.72268483E-09     -0.17023619E-03     -0.42499939E-03
    2552     -0.71593117E-09     -0.72268483E-09     -0.17025443E-03     -0.42499939E-03
    2553     -0.71593571E-09     -0.72268483E-09     -0.17030546E-03     -0.42499939E-03
    2554     -0.71594092E-09     -0.72268483E-09     -0.17036779E-03     -0.42499939E-03
    2555     -0.71594688E-09     -0.72268483E-09     -0.17043551E-03     -0.42499939E-03
    2556     -0.71596043E-09     -0.72268483E-09     -0.17053467E-03     -0.42499939E-03
    2557     -0.71597483E-09     -0.72268483E-09     -0.17063610E-03     -0.42499939E-03
    2558     -0.71597947E-09     -0.72268483E-09     -0.17069960E-03     -0.42499939E-03
    2559     -0.71599169E-09     -0.72268483E-09     -0.17080990E-03     -0.42499939E-03
    2560     -0.71600014E-09     -0.72268483E-09     -0.17090077E-03     -0.42499939E-03
    2561     -0.71601932E-09     -0.72268483E-09     -0.17102173E-03     -0.42499939E-03
    2562     -0.71603932E-09     -0.72268483E-09     -0.17114732E-03     -0.42499939E-03
    2563     -0.71604404E-09     -0.72268483E-09     -0.17122384E-03     -0.42499939E-03
    2564     -0.71605318E-09     -0.72268483E-09     -0.17129944E-03     -0.42499939E-03
    2565     -0.71606207E-09     -0.72268483E-09     -0.17137228E-03     -0.42499939E-03
    2566     -0.71606914E-09     -0.72268483E-09     -0.17143568E-03     -0.42499939E-03
    2567     -0.71608776E-09     -0.72268483E-09     -0.17158614E-03     -0.42499939E-03
    2568     -0.71610525E-09     -0.72268483E-09     -0.17171950E-03     -0.42499939E-03
    2569     -0.71610908E-09     -0.72268483E-09     -0.17180210E-03     -0.42499939E-03
    2570     -0.71612706E-09     -0.72268483E-09     -0.17194853E-03     -0.42499939E-03
    2571     -0.71614020E-09     -0.72268483E-09     -0.17203838E-03     -0.42499939E-03
    2572     -0.71614350E-09     -0.72268483E-09     -0.17208270E-03     -0.42499939E-03
    2573     -0.71614945E-09     -0.72268483E-09     -0.17212831E-03     -0.42499939E-03
    2574     -0.71616047E-09     -0.72268483E-09     -0.17220007E-03     -0.42499939E-03
    2575     -0.71616942E-09     -0.72268483E-09     -0.17227586E-03     -0.42499939E-03
    2576     -0.71617279E-09     -0.72268483E-09     -0.17232286E-03     -0.42499939E-03
    2577     -0.71617735E-09     -0.72268483E-09     -0.17237150E-03     -0.42499939E-03
    2578     -0.71618218E-09     -0.72268483E-09     -0.17242100E-03     -0.42499939E-03
    2579     -0.71618674E-09     -0.72268483E-09     -0.17246864E-03     -0.42499939E-03
    2580     -0.71619081E-09     -0.72268483E-09     -0.17251016E-03     -0.42499939E-03
    2581     -0.71619914E-09     -0.72268483E-09     -0.17256573E-03     -0.42499939E-03
    2582     -0.71620726E-09     -0.72268483E-09     -0.17262979E-03     -0.42499939E-03
    2583     -0.71621917E-09     -0.72268483E-09     -0.17271752E-03     -0.42499939E-03
    2584     -0.71622156E-09     -0.72268483E-09     -0.17276370E-03     -0.42499939E-03
    2585     -0.71622660E-09     -0.72268483E-09     -0.17284813E-03     -0.42499939E-03
    2586     -0.71623395E-09     -0.72268483E-09     -0.17297984E-03     -0.42499939E-03
    2587     -0.71623968E-09     -0.72268483E-09     -0.17307674E-03     -0.42499939E-03
    2588     -0.71624319E-09     -0.72268483E-09     -0.17312236E-03     -0.42499939E-03
    2589     -0.71624667E-09     -0.72268483E-09     -0.17317431E-03     -0.42499939E-03
    2590     -0.71625408E-09     -0.72268483E-09     -0.17323675E-03     -0.42499939E-03
    2591     -0.71626096E-09     -0.72268483E-09     -0.17331799E-03     -0.42499939E-03
    2592     -0.71627778E-09     -0.72268483E-09     -0.17344856E-03     -0.42499939E-03
    2593     -0.71628029E-09     -0.72268483E-09     -0.17348919E-03     -0.42499939E-03
    2594     -0.71628887E-09     -0.72268483E-09     -0.17367734E-03     -0.42499939E-03
    2595     -0.71629684E-09     -0.72268483E-09     -0.17386384E-03     -0.42499939E-03
    2596     -0.71629852E-09     -0.72268483E-09     -0.17388471E-03     -0.42499939E-03
    2597     -0.71630042E-09     -0.72268483E-09     -0.17391334E-03     -0.42499939E-03
    2598     -0.71630259E-09     -0.72268483E-09     -0.17395011E-03     -0.42499939E-03
    2599     -0.71630898E-09     -0.72268483E-09     -0.17400859E-03     -0.42499939E-03
    2600     -0.71631322E-09     -0.72268483E-09     -0.17406708E-03     -0.42499939E-03
    2601     -0.71631629E-09     -0.72268483E-09     -0.17410842E-03     -0.42499939E-03
    2602     -0.71631898E-09     -0.72268483E-09     -0.17415267E-03     -0.42499939E-03
    2603     -0.71632182E-09     -0.72268483E-09     -0.17420971E-03     -0.42499939E-03
    2604     -0.71632481E-09     -0.72268483E-09     -0.17425739E-03     -0.42499939E-03
    2605     -0.71633036E-09     -0.72268483E-09     -0.17431467E-03     -0.42499939E-03
    2606     -0.71633408E-09     -0.72268483E-09     -0.17434582E-03     -0.42499939E-03
    2607     -0.71633987E-09     -0.72268483E-09     -0.17442291E-03     -0.42499939E-03
    2608     -0.71634584E-09     -0.72268483E-09     -0.17448456E-03     -0.42499939E-03
    2609     -0.71634921E-09     -0.72268483E-09     -0.17453622E-03     -0.42499939E-03
    2610     -0.71635358E-09     -0.72268483E-09     -0.17460389E-03     -0.42499939E-03
    2611     -0.71635702E-09     -0.72268483E-09     -0.17465339E-03     -0.42499939E-03
    2612     -0.71636016E-09     -0.72268483E-09     -0.17469494E-03     -0.42499939E-03
    2613     -0.71636758E-09     -0.72268483E-09     -0.17476110E-03     -0.42499939E-03
    2614     -0.71637233E-09     -0.72268483E-09     -0.17480034E-03     -0.42499939E-03
    2615     -0.71637971E-09     -0.72268483E-09     -0.17486178E-03     -0.42499939E-03
    2616     -0.71639318E-09     -0.72268483E-09     -0.17499654E-03     -0.42499939E-03
    2617     -0.71639601E-09     -0.72268483E-09     -0.17503365E-03     -0.42499939E-03
    2618     -0.71640514E-09     -0.72268483E-09     -0.17513571E-03     -0.42499939E-03
    2619     -0.71641283E-09     -0.72268483E-09     -0.17522025E-03     -0.42499939E-03
    2620     -0.71642127E-09     -0.72268483E-09     -0.17532243E-03     -0.42499939E-03
    2621     -0.71643261E-09     -0.72268483E-09     -0.17541780E-03     -0.42499939E-03
    2622     -0.71644707E-09     -0.72268483E-09     -0.17554479E-03     -0.42499939E-03
    2623     -0.71646157E-09     -0.72268483E-09     -0.17565692E-03     -0.42499939E-03
    2624     -0.71647383E-09     -0.72268483E-09     -0.17576940E-03     -0.42499939E-03
    2625     -0.71648129E-09     -0.72268483E-09     -0.17587790E-03     -0.42499939E-03
    2626     -0.71648681E-09     -0.72268483E-09     -0.17597012E-03     -0.42499939E-03
    2627     -0.71649839E-09     -0.72268483E-09     -0.17606688E-03     -0.42499939E-03
    2628     -0.71651202E-09     -0.72268483E-09     -0.17616289E-03     -0.42499939E-03
    2629     -0.71653086E-09     -0.72268483E-09     -0.17629176E-03     -0.42499939E-03
    2630     -0.71654316E-09     -0.72268483E-09     -0.17638052E-03     -0.42499939E-03
    2631     -0.71655317E-09     -0.72268483E-09     -0.17649225E-03     -0.42499939E-03
    2632     -0.71656251E-09     -0.72268483E-09     -0.17658818E-03     -0.42499939E-03
    2633     -0.71656512E-09     -0.72268483E-09     -0.17662005E-03     -0.42499939E-03
    2634     -0.71656827E-09     -0.72268483E-09     -0.17664957E-03     -0.42499939E-03
    2635     -0.71657615E-09     -0.72268483E-09     -0.17671108E-03     -0.42499939E-03
    2636     -0.71658005E-09     -0.72268483E-09     -0.17675331E-03     -0.42499939E-03
    2637     -0.71658737E-09     -0.72268483E-09     -0.17682874E-03     -0.42499939E-03
    2638     -0.71659379E-09     -0.72268483E-09     -0.17689425E-03     -0.42499939E-03
    2639     -0.71659675E-09     -0.72268483E-09     -0.17693945E-03     -0.42499939E-03
    2640     -0.71660283E-09     -0.72268483E-09     -0.17702113E-03     -0.42499939E-03
    2641     -0.71661315E-09     -0.72268483E-09     -0.17714559E-03     -0.42499939E-03
    2642     -0.71662199E-09     -0.72268483E-09     -0.17725463E-03     -0.42499939E-03
    2643     -0.71662583E-09     -0.72268483E-09     -0.17730562E-03     -0.42499939E-03
    2644     -0.71662954E-09     -0.72268483E-09     -0.17735340E-03     -0.42499939E-03
    2645     -0.71663522E-09     -0.72268483E-09     -0.17742165E-03     -0.42499939E-03
    2646     -0.71664374E-09     -0.72268483E-09     -0.17753465E-03     -0.42499939E-03
    2647     -0.71664897E-09     -0.72268483E-09     -0.17761096E-03     -0.42499939E-03
    2648     -0.71665297E-09     -0.72268483E-09     -0.17766385E-03     -0.42499939E-03
    2649     -0.71665576E-09     -0.72268483E-09     -0.17769971E-03     -0.42499939E-03
    2650     -0.71665769E-09     -0.72268483E-09     -0.17772851E-03     -0.42499939E-03
    2651     -0.71665999E-09     -0.72268483E-09     -0.17776250E-03     -0.42499939E-03
    2652     -0.71666349E-09     -0.72268483E-09     -0.17781089E-03     -0.42499939E-03
    2653     -0.71666773E-09     -0.72268483E-09     -0.17786637E-03     -0.42499939E-03
    2654     -0.71667383E-09     -0.72268483E-09     -0.17795401E-03     -0.42499939E-03
    2655     -0.71667748E-09     -0.72268483E-09     -0.17801134E-03     -0.42499939E-03
    2656     -0.71668099E-09     -0.72268483E-09     -0.17806387E-03     -0.42499939E-03
    2657     -0.71668710E-09     -0.72268483E-09     -0.17814386E-03     -0.42499939E-03
    2658     -0.71669115E-09     -0.72268483E-09     -0.17819617E-03     -0.42499939E-03
    2659     -0.71669649E-09     -0.72268483E-09     -0.17825127E-03     -0.42499939E-03
    2660     -0.71670100E-09     -0.72268483E-09     -0.17830019E-03     -0.42499939E-03
    2661     -0.71670706E-09     -0.72268483E-09     -0.17835810E-03     -0.42499939E-03
    2662     -0.71671306E-09     -0.72268483E-09     -0.17841702E-03     -0.42499939E-03
    2663     -0.71671624E-09     -0.72268483E-09     -0.17846097E-03     -0.42499939E-03
    2664     -0.71671751E-09     -0.72268483E-09     -0.17848105E-03     -0.42499939E-03
    2665     -0.71672661E-09     -0.72268483E-09     -0.17856331E-03     -0.42499939E-03
    2666     -0.71673583E-09     -0.72268483E-09     -0.17864755E-03     -0.42499939E-03
    2667     -0.71673903E-09     -0.72268483E-09     -0.17869318E-03     -0.42499939E-03
    2668     -0.71674222E-09     -0.72268483E-09     -0.17873671E-03     -0.42499939E-03
    2669     -0.71674600E-09     -0.72268483E-09     -0.17878710E-03     -0.42499939E-03
    2670     -0.71674997E-09     -0.72268483E-09     -0.17882954E-03     -0.42499939E-03
    2671     -0.71675564E-09     -0.72268483E-09     -0.17889813E-03     -0.42499939E-03
    2672     -0.71676138E-09     -0.72268483E-09     -0.17895885E-03     -0.42499939E-03
    2673     -0.71676546E-09     -0.72268483E-09     -0.17900110E-03     -0.42499939E-03
    2674     -0.71676891E-09     -0.72268483E-09     -0.17903400E-03     -0.42499939E-03
    2675     -0.71679355E-09     -0.72268483E-09     -0.17919490E-03     -0.42499939E-03
    2676     -0.71680063E-09     -0.72268483E-09     -0.17925738E-03     -0.42499939E-03
    2677     -0.71682414E-09     -0.72268483E-09     -0.17941208E-03     -0.42499939E-03
    2678     -0.71683863E-09     -0.72268483E-09     -0.17951697E-03     -0.42499939E-03
    2679     -0.71684082E-09     -0.72268483E-09     -0.17954915E-03     -0.42499939E-03
    2680     -0.71684370E-09     -0.72268483E-09     -0.17958523E-03     -0.42499939E-03
    2681     -0.71684650E-09     -0.72268483E-09     -0.17962188E-03     -0.42499939E-03
    2682     -0.71685418E-09     -0.72268483E-09     -0.17969966E-03     -0.42499939E-03
    2683     -0.71686296E-09     -0.72268483E-09     -0.17980687E-03     -0.42499939E-03
    2684     -0.71686743E-09     -0.72268483E-09     -0.17987811E-03     -0.42499939E-03
    2685     -0.71686961E-09     -0.72268483E-09     -0.17990938E-03     -0.42499939E-03
    2686     -0.71687376E-09     -0.72268483E-09     -0.17995748E-03     -0.42499939E-03
    2687     -0.71687619E-09     -0.72268483E-09     -0.17999291E-03     -0.42499939E-03
    2688     -0.71687984E-09     -0.72268483E-09     -0.18004488E-03     -0.42499939E-03
    2689     -0.71688301E-09     -0.72268483E-09     -0.18008947E-03     -0.42499939E-03
    2690     -0.71689053E-09     -0.72268483E-09     -0.18016886E-03     -0.42499939E-03
    2691     -0.71689876E-09     -0.72268483E-09     -0.18025141E-03     -0.42499939E-03
    2692     -0.71690464E-09     -0.72268483E-09     -0.18031563E-03     -0.42499939E-03
    2693     -0.71690824E-09     -0.72268483E-09     -0.18037042E-03     -0.42499939E-03
    2694     -0.71691170E-09     -0.72268483E-09     -0.18041994E-03     -0.42499939E-03
    2695     -0.71691416E-09     -0.72268483E-09     -0.18046014E-03     -0.42499939E-03
    2696     -0.71691650E-09     -0.72268483E-09     -0.18050650E-03     -0.42499939E-03
    2697     -0.71692077E-09     -0.72268483E-09     -0.18056039E-03     -0.42499939E-03
    2698     -0.71692550E-09     -0.72268483E-09     -0.18060467E-03     -0.42499939E-03
    2699     -0.71692725E-09     -0.72268483E-09     -0.18063981E-03     -0.42499939E-03
    2700     -0.71692884E-09     -0.72268483E-09     -0.18067593E-03     -0.42499939E-03
    2701     -0.71693343E-09     -0.72268483E-09     -0.18074643E-03     -0.42499939E-03
    2702     -0.71693774E-09     -0.72268483E-09     -0.18081906E-03     -0.42499939E-03
    2703     -0.71694123E-09     -0.72268483E-09     -0.18086776E-03     -0.42499939E-03
    2704     -0.71694442E-09     -0.72268483E-09     -0.18092128E-03     -0.42499939E-03
    2705     -0.71694594E-09     -0.72268483E-09     -0.18095675E-03     -0.42499939E-03
    2706     -0.71694892E-09     -0.72268483E-09     -0.18100252E-03     -0.42499939E-03
    2707     -0.71695355E-09     -0.72268483E-09     -0.18105468E-03     -0.42499939E-03
    2708     -0.71695680E-09     -0.72268483E-09     -0.18108733E-03     -0.42499939E-03
    2709     -0.71695900E-09     -0.72268483E-09     -0.18112084E-03     -0.42499939E-03
    2710     -0.71696121E-09     -0.72268483E-09     -0.18115274E-03     -0.42499939E-03
    2711     -0.71696774E-09     -0.72268483E-09     -0.18124693E-03     -0.42499939E-03
    2712     -0.71697830E-09     -0.72268483E-09     -0.18138651E-03     -0.42499939E-03
    2713     -0.71698446E-09     -0.72268483E-09     -0.18145653E-03     -0.42499939E-03
    2714     -0.71698716E-09     -0.72268483E-09     -0.18148911E-03     -0.42499939E-03
    2715     -0.71698910E-09     -0.72268483E-09     -0.18152557E-03     -0.42499939E-03
    2716     -0.71699025E-09     -0.72268483E-09     -0.18155046E-03     -0.42499939E-03
    2717     -0.71699351E-09     -0.72268483E-09     -0.18159702E-03     -0.42499939E-03
    2718     -0.71699606E-09     -0.72268483E-09     -0.18163882E-03     -0.42499939E-03
    2719     -0.71699825E-09     -0.72268483E-09     -0.18167823E-03     -0.42499939E-03
    2720     -0.71700137E-09     -0.72268483E-09     -0.18171651E-03     -0.42499939E-03
    2721     -0.71700908E-09     -0.72268483E-09     -0.18177598E-03     -0.42499939E-03
    2722     -0.71701241E-09     -0.72268483E-09     -0.18181798E-03     -0.42499939E-03
    2723     -0.71701599E-09     -0.72268483E-09     -0.18186938E-03     -0.42499939E-03
    2724     -0.71701993E-09     -0.72268483E-09     -0.18190824E-03     -0.42499939E-03
    2725     -0.71702505E-09     -0.72268483E-09     -0.18197052E-03     -0.42499939E-03
    2726     -0.71702917E-09     -0.72268483E-09     -0.18202790E-03     -0.42499939E-03
    2727     -0.71703323E-09     -0.72268483E-09     -0.18206886E-03     -0.42499939E-03
    2728     -0.71703624E-09     -0.72268483E-09     -0.18210246E-03     -0.42499939E-03
    2729     -0.71704199E-09     -0.72268483E-09     -0.18216953E-03     -0.42499939E-03
    2730     -0.71704561E-09     -0.72268483E-09     -0.18223757E-03     -0.42499939E-03
    2731     -0.71704977E-09     -0.72268483E-09     -0.18233551E-03     -0.42499939E-03
    2732     -0.71705503E-09     -0.72268483E-09     -0.18241978E-03     -0.42499939E-03
    2733     -0.71706580E-09     -0.72268483E-09     -0.18249817E-03     -0.42499939E-03
    2734     -0.71706741E-09     -0.72268483E-09     -0.18252000E-03     -0.42499939E-03
    2735     -0.71707306E-09     -0.72268483E-09     -0.18257531E-03     -0.42499939E-03
    2736     -0.71707838E-09     -0.72268483E-09     -0.18263785E-03     -0.42499939E-03
    2737     -0.71708049E-09     -0.72268483E-09     -0.18268742E-03     -0.42499939E-03
    2738     -0.71708668E-09     -0.72268483E-09     -0.18275424E-03     -0.42499939E-03
    2739     -0.71708908E-09     -0.72268483E-09     -0.18279642E-03     -0.42499939E-03
    2740     -0.71709321E-09     -0.72268483E-09     -0.18285397E-03     -0.42499939E-03
    2741     -0.71709651E-09     -0.72268483E-09     -0.18291120E-03     -0.42499939E-03
    2742     -0.71709922E-09     -0.72268483E-09     -0.18295995E-03     -0.42499939E-03
    2743     -0.71710206E-09     -0.72268483E-09     -0.18300014E-03     -0.42499939E-03
    2744     -0.71710608E-09     -0.72268483E-09     -0.18306159E-03     -0.42499939E-03
    2745     -0.71710842E-09     -0.72268483E-09     -0.18309329E-03     -0.42499939E-03
    2746     -0.71711095E-09     -0.72268483E-09     -0.18313373E-03     -0.42499939E-03
    2747     -0.71711403E-09     -0.72268483E-09     -0.18317983E-03     -0.42499939E-03
    2748     -0.71711666E-09     -0.72268483E-09     -0.18321930E-03     -0.42499939E-03
    2749     -0.71711855E-09     -0.72268483E-09     -0.18324866E-03     -0.42499939E-03
    2750     -0.71712039E-09     -0.72268483E-09     -0.18327715E-03     -0.42499939E-03
    2751     -0.71712343E-09     -0.72268483E-09     -0.18334065E-03     -0.42499939E-03
    2752     -0.71712649E-09     -0.72268483E-09     -0.18339940E-03     -0.42499939E-03
    2753     -0.71713024E-09     -0.72268483E-09     -0.18346552E-03     -0.42499939E-03
    2754     -0.71713473E-09     -0.72268483E-09     -0.18355345E-03     -0.42499939E-03
    2755     -0.71713655E-09     -0.72268483E-09     -0.18359652E-03     -0.42499939E-03
    2756     -0.71713830E-09     -0.72268483E-09     -0.18364177E-03     -0.42499939E-03
    2757     -0.71714210E-09     -0.72268483E-09     -0.18370971E-03     -0.42499939E-03
    2758     -0.71714671E-09     -0.72268483E-09     -0.18379126E-03     -0.42499939E-03
    2759     -0.71714937E-09     -0.72268483E-09     -0.18384381E-03     -0.42499939E-03
    2760     -0.71715060E-09     -0.72268483E-09     -0.18386619E-03     -0.42499939E-03
    2761     -0.71715372E-09     -0.72268483E-09     -0.18394596E-03     -0.42499939E-03
    2762     -0.71715668E-09     -0.72268483E-09     -0.18402228E-03     -0.42499939E-03
    2763     -0.71716144E-09     -0.72268483E-09     -0.18414272E-03     -0.42499939E-03
    2764     -0.71716470E-09     -0.72268483E-09     -0.18423400E-03     -0.42499939E-03
    2765     -0.71716795E-09     -0.72268483E-09     -0.18429644E-03     -0.42499939E-03
    2766     -0.71717071E-09     -0.72268483E-09     -0.18434458E-03     -0.42499939E-03
    2767     -0.71717402E-09     -0.72268483E-09     -0.18440052E-03     -0.42499939E-03
    2768     -0.71717554E-09     -0.72268483E-09     -0.18443496E-03     -0.42499939E-03
    2769     -0.71717848E-09     -0.72268483E-09     -0.18447761E-03     -0.42499939E-03
    2770     -0.71718128E-09     -0.72268483E-09     -0.18451825E-03     -0.42499939E-03
    2771     -0.71718388E-09     -0.72268483E-09     -0.18456237E-03     -0.42499939E-03
    2772     -0.71718656E-09     -0.72268483E-09     -0.18460527E-03     -0.42499939E-03
    2773     -0.71718770E-09     -0.72268483E-09     -0.18462976E-03     -0.42499939E-03
    2774     -0.71718988E-09     -0.72268483E-09     -0.18467456E-03     -0.42499939E-03
    2775     -0.71719300E-09     -0.72268483E-09     -0.18473726E-03     -0.42499939E-03
    2776     -0.71719442E-09     -0.72268483E-09     -0.18476270E-03     -0.42499939E-03
    2777     -0.71719583E-09     -0.72268483E-09     -0.18479064E-03     -0.42499939E-03
    2778     -0.71719725E-09     -0.72268483E-09     -0.18481573E-03     -0.42499939E-03
    2779     -0.71719898E-09     -0.72268483E-09     -0.18483658E-03     -0.42499939E-03
    2780     -0.71720133E-09     -0.72268483E-09     -0.18486082E-03     -0.42499939E-03
    2781     -0.71720346E-09     -0.72268483E-09     -0.18489702E-03     -0.42499939E-03
    2782     -0.71720573E-09     -0.72268483E-09     -0.18494059E-03     -0.42499939E-03
    2783     -0.71720794E-09     -0.72268483E-09     -0.18498996E-03     -0.42499939E-03
    2784     -0.71720974E-09     -0.72268483E-09     -0.18502516E-03     -0.42499939E-03
    2785     -0.71721245E-09     -0.72268483E-09     -0.18506911E-03     -0.42499939E-03
    2786     -0.71721544E-09     -0.72268483E-09     -0.18512068E-03     -0.42499939E-03
    2787     -0.71721755E-09     -0.72268483E-09     -0.18515399E-03     -0.42499939E-03
    2788     -0.71721967E-09     -0.72268483E-09     -0.18519244E-03     -0.42499939E-03
    2789     -0.71722110E-09     -0.72268483E-09     -0.18522298E-03     -0.42499939E-03
    2790     -0.71722250E-09     -0.72268483E-09     -0.18524812E-03     -0.42499939E-03
    2791     -0.71722559E-09     -0.72268483E-09     -0.18529034E-03     -0.42499939E-03
    2792     -0.71722874E-09     -0.72268483E-09     -0.18533524E-03     -0.42499939E-03
    2793     -0.71723074E-09     -0.72268483E-09     -0.18537079E-03     -0.42499939E-03
    2794     -0.71723323E-09     -0.72268483E-09     -0.18542004E-03     -0.42499939E-03
    2795     -0.71723604E-09     -0.72268483E-09     -0.18547420E-03     -0.42499939E-03
    2796     -0.71723863E-09     -0.72268483E-09     -0.18551806E-03     -0.42499939E-03
    2797     -0.71724011E-09     -0.72268483E-09     -0.18554598E-03     -0.42499939E-03
    2798     -0.71724167E-09     -0.72268483E-09     -0.18557485E-03     -0.42499939E-03
    2799     -0.71724382E-09     -0.72268483E-09     -0.18561568E-03     -0.42499939E-03
    2800     -0.71724650E-09     -0.72268483E-09     -0.18566178E-03     -0.42499939E-03
    2801     -0.71724980E-09     -0.72268483E-09     -0.18571617E-03     -0.42499939E-03
    2802     -0.71725201E-09     -0.72268483E-09     -0.18575747E-03     -0.42499939E-03
    2803     -0.71725340E-09     -0.72268483E-09     -0.18578457E-03     -0.42499939E-03
    2804     -0.71725473E-09     -0.72268483E-09     -0.18581031E-03     -0.42499939E-03
    2805     -0.71725618E-09     -0.72268483E-09     -0.18583002E-03     -0.42499939E-03
    2806     -0.71725716E-09     -0.72268483E-09     -0.18585409E-03     -0.42499939E-03
    2807     -0.71725909E-09     -0.72268483E-09     -0.18588756E-03     -0.42499939E-03
    2808     -0.71726140E-09     -0.72268483E-09     -0.18592876E-03     -0.42499939E-03
    2809     -0.71726497E-09     -0.72268483E-09     -0.18600837E-03     -0.42499939E-03
    2810     -0.71726802E-09     -0.72268483E-09     -0.18607573E-03     -0.42499939E-03
    2811     -0.71727013E-09     -0.72268483E-09     -0.18611834E-03     -0.42499939E-03
    2812     -0.71727283E-09     -0.72268483E-09     -0.18616955E-03     -0.42499939E-03
    2813     -0.71727602E-09     -0.72268483E-09     -0.18623022E-03     -0.42499939E-03
    2814     -0.71727864E-09     -0.72268483E-09     -0.18628899E-03     -0.42499939E-03
    2815     -0.71728092E-09     -0.72268483E-09     -0.18633776E-03     -0.42499939E-03
    2816     -0.71728390E-09     -0.72268483E-09     -0.18640244E-03     -0.42499939E-03
    2817     -0.71728660E-09     -0.72268483E-09     -0.18644512E-03     -0.42499939E-03
    2818     -0.71729005E-09     -0.72268483E-09     -0.18651202E-03     -0.42499939E-03
    2819     -0.71729195E-09     -0.72268483E-09     -0.18654978E-03     -0.42499939E-03
    2820     -0.71729405E-09     -0.72268483E-09     -0.18658518E-03     -0.42499939E-03
    2821     -0.71729645E-09     -0.72268483E-09     -0.18662593E-03     -0.42499939E-03
    2822     -0.71729771E-09     -0.72268483E-09     -0.18666150E-03     -0.42499939E-03
    2823     -0.71731680E-09     -0.72268483E-09     -0.18688549E-03     -0.42499939E-03
    2824     -0.71733274E-09     -0.72268483E-09     -0.18708116E-03     -0.42499939E-03
    2825     -0.71734025E-09     -0.72268483E-09     -0.18718329E-03     -0.42499939E-03
